1,2,3,4,5
1,0.969330104,0.751188648,-0.029064844,0.306407534,0.137373578
2,0.751188648,0.996697967,0.128673989,0.087336057,0.148722134
3,-0.029064844,0.128673989,1.582275378,-0.274279226,-0.280174
4,0.306407534,0.087336057,-0.274279226,0.970002423,0.213197817
